"ID","propertyCode","propertyName","propertyAddress","propertyCity","propertyState","propertyZip","propertyPhone","propertyFax","propertyEmail","propertyImage","propertyURL","propertyStatus","propertyPriceRange","propertyUnitType","propertySpecial","propertyMercial","propertyDescription","propertyHours","propertyPetPolicy","propertyDirections","propertyTheme","validation"
115,"151ROY","Royal Vista","3230 Imperial Way","Carson City","NV","89706","(775) 883-1219","(775) 883-1230","royalvista@amcllc.net","royalvista.jpg","http://www.royalvistaapts.com/","Active","from $595","One Bedroom","","","","Mon-Fri 9:00 to 5:00<br>
Sat by appt. only","On approval","","Tan_Theme.css",""
116,"117VIS","Vista at Trappers Glen","11736 W. Chenango Drive","Morrison","CO","80465","(303) 979-1448","(303) 979-6526","vista@amcllc.net","vistaattrappersglen.jpg","http://www.vistaattrappersglen.com/","Active","$605 - $965","1 and 2 bedroom","Immediate Move In Bonus!","","Our community is nestled in a quiet residential neighborhood for your pleasure and relaxation, and just close enough to the exciting metropolis of Morrison. You can enjoy shopping, fine dining, hiking, biking and other recreational activities with friends and family.","Mon-Fri 8:30am to 5:30pm <br />Sat 10am to 3pm","Pets are Welcome! Up to 2 cats, limit 1 dog under 35 lbs. Breed restrictions apply. Call for details!","From I-25: Take C-470 west. Exit right (east) on W. Bowles Ave., to S. Simms St. Turn left (north) go past W. Belleview Ave., to W. Chenango. Turn left (west) on W. Chenango to the property entrance.","Blue_Theme.css",""
220,"703VIM","Villas at Monterey","15534 El Estado","Dallas ","TX","75248","(972) 387-4595","(972) 404-9564","villasatmonterey@amcllc.net","villasatmonterey.jpg","http://www.villasatmontereyapts.com","Active","From $499","Apartments","","","FAR FROM ORDINARY, YET CLOSE TO EVERYTHING - THE VILLAS AT MONTEREY combines the relaxing comforts of home with the convenience of North Dallas living.   Offering more than fourteen uniquely crafted floorplans, we cater to your distinctive tastes. From rich interior appointments, to inviting community features, The Villas At Monterey is sure to accommodate your unique lifestyle.   ","<p>Monday - Friday<br /> 9:00am - 6:00pm<br />   Saturday<br /> 10:00am - 5:00pm<br />Sunday</p><p>1:00pm - 5:00pm </p>","Breed Restriction <br /> Deposit: $150 <br />  $150 Administration Fee/$150 Refundable","From US-75, North Central Expressway, exit Arapaho and go west two miles and turn left (south) on Coit Road, then right on El Estado.  ","Tan_Theme.css",""
26,"07LVA","Legacy Village","6256 S Gold Medal Drive (Bangerter Hwy)","Taylorsville","UT","84084","(801)327-8300","(801)327-8313","legacyvillage@amcllc.net","legacyvillage.gif","http://www.legacyvillageapartments.com","active","$660-$775","1-2 bedrooms","Deposit: $400.00 and $200.00 refundable","","Discover senior living at its very best! Legacy Village is designed for those who want style and sense of community all at an affordable price. Our community is available to seniors 62 and older. Our friendly, professional staff will spoil you with kindness and ensure that you receive the best service available. Reserve your new home at Legacy Village today!","Call for Appointment today!","<p>Pets Welcome. (size restrictions apply)</p><p>Deposit: $500.00 and $250.00 refundable </p>","Located on the South-East corner of 6200 South and Bangerter Highway","Blue_Theme.css",""
27,"99CIT","Citifront","641 West North Temple","Salt Lake City","UT","84116","(801)359-5541","(801)359-5540","leasing@citifront.com","","http://www.citifront.com","Inactive","$595-$817","1-3 bedrooms","","","Introducing Citifront Apartments...a new concept in urban living where you can work, live and play. Located in the heart of Salt Lake City, you&rsquo;ll enjoy shopping, dining, and entertainment within walking distance to Gateway. Our brand new one, tow and three bedroom apartments have all the amenities and conveniences you&rsquo;ve always wanted at an affordable price. Call today and make an appointment to see Citifront Apartments!","Call for an appointment!","No Pets","From I-15, take the 600 South exit. Go to 300 West, turn left and head to North Temple. Turn left and head West. We are just ahead on your left. ","Tan_Theme.css",""
100,"109WIN","Windsor Court","1090 South Parker Rd.","Denver","CO","80231","(303)321-2521","(303)322-2294","windsorcourt@amcllc.net","windsorcourt.jpg","http://www.windsorcourtapts.com","Active","$499-$699","Studio 1-2 Bedrooms","First Month Free!!!","","Quiet, comfortable Windsor Court. A parklike setting...a country lifestyle complete with all of the convenience of the city nearby. Stroll past green, grassy knolls and relax beneath the shade of tall native trees. Enjoy the view of professionally landscaped grounds and the sparkling reflection from the shimmering pond. Whatever you like to do - it&rsquo;s never too far from Windsor Court- the best in contemporary, convenient apartment living.","<p>M-F 9am-6pm<br />Sat 10am-5pm<br />Sun 12pm-5pm</p>","<p>Cats/Small dog 50 pounds or under, breed restrictions apply. $300 Deposit, 1/2 Refundable. $20 Per month for Pet Rent.</p>","<p>From Colorado Blvd, go east on Alameda, immediately veer right onto Leetsdale. Go past Quebec, and Windsor Court will be on your left.</p>","Tan_Theme.css",""
29,"16CPA","Cambridge Park","9200 Monte Vista Ave.","Montclair","CA","91763","(909)626-3511","(909)626-6251","lexington.cd@fpimgt.com","cambridgepark.jpg","http://www.cambridgeparkapts.com/","Inactive","$1380-$1695","2-3 Townhomes","$200 off move in on 2 bedrooms","","NEWLY RENOVATED TOWNHOMES INSIDE AND OUT! Imagine no one lives above you or below you. After a great shopping trip across the street at Montclair Plaza, return home for a refreshing dip in the pool. With lush landscaping of flowers and graceful shade trees, you’ll know you’ve made the right decision to make Cambridge Park your new home. Convenient to everything...schools, restaurants, freeways and entertainment. What more could a person want? We have it all! Now Accepting All Major Credit Cards.","Mon-Fri  9:00 to 6:00  Sat-Sun  Closed     ","Call for Policy","Exit I-10 at Monte Vista and go north. We are just ahead on the left. ","Tan_Theme.css",""
32,"14VEN","Venetian Bridges","2244 Rosemarie Lane","Stockton","CA","95207","209-957-1356","209-957-3538","venetianbridges@amcllc.net","venetianbridges.jpg","http://www.venetianbridges.com","Inactive","$650-$1415","1-2 Bedrooms Townhouses","","","Premier Location!
One and two bedroom apartments, villas and townhomes. Garages available with select homes. ","M - F 9 -5<br>
Sat 10 - 2<br>
Sun Closed
","Cats and Dogs Welcome
$400 Pet Deposit plus $25.00 per month
Please call for details.","","Tan_Theme.css",""
31,"25DFT","Driftwood Park","3945 S 700 W","Murray","UT","84123","801-264-8397","801-685-7357","driftwood@amcllc.net","driftwoodPark.jpg","http://www.driftwoodparkapts.com","active","$649.00-$1025.00","1-3 Bedrooms & Townhomes","$199.00 Deposit and 1/2 off March rent.","","Driftwood Park offers one, two and three bedroom and Townhome&nbsp;one-of-a-kind foorplans, with extreme closet space, washer/dryer hook-ups, on-site clothes care center, covered parking, private patios,&nbsp;swimming pool and a fenced playground fortress.&nbsp;&nbsp;Just 2 blocks from Trax! .&nbsp; Stop by today.&nbsp; You&rsquo;ll be glad you did!","Monday&nbsp;- Friday&nbsp;9:00am to 6:00pm<br />Saturday&nbsp;- 10am to 2pm&nbsp;<br />Closed Sunday","Pets accepted and ADORED!&nbsp; Up to 2 pets (aggressive dog breeds restricted).&nbsp;$250 pet deposit, $25 per month pet rent (per pet).","From I-15, exit at 3300 South, turn west. Follow to 500 West, turn left (south). Go to 3900 South and turn right (west). Follow to 700 West, turn left. Our entrance is just ahead on your left. ","Sage_Theme.css",""
34,"39FAL","The Falls at Quail Lake","890 Quail Lake Circle","Colorado Springs","CO","80906","(719)576-5940","(719)576-8463","thefallsamc@msn.com","thefalls.jpg","","Inactive","$695-$995","1-3 Bedrooms","","","Searching fo that special place we call home is not always easy. We feature on of the largest 1, 2, &amp; 3 bedroom floorplans in the area with walking distance to a fishing lake. Conveniently located near upscale dining and shopping, 5 minutes to Fort Carson, 15 minutes to downtown. You can be assured that our new management staff will listen to your needs and create that sence of community you&#8217;ve been looking for.","","Call for Policy","Take Highway I-15 south to Cheyenne Mountain Boulevard. Travel east to Quail Lake Circle and take a right. We are located 1/2 mile up on the right. ","Tan_Theme.css",""
35,"33MCA","Millcreek","7940 South 700 West","Midvale","UT","84047","801569-8575","801569-8579","midtownvillas@amcllc.net","millcreek.jpg","http://www.midtownvillas.com","Active","$745-$765","2 Bedrooms","","","<p>Find your new home at&nbsp;MIdtown Villas&nbsp;in historic Midvale. You&rsquo;ll enjoy spacious floorplans at an exceptional value. We also have newly remodeled units available.&nbsp; </p><p>&nbsp;</p><p>We are just minutes from I-15 and centrally located close to shopping, restaurants, schools and more! Come in today and make Millcreek your new home!</p>","Mon-Fri 10:00 to 6:00<br />Saturday 10:00 to 4:00<br />Sunday Closed ","<p>Sorry, no pets.</p>","From I-15, exit at 7200 South; head west until 700 West, and turn left. Head south to 7800 South. Turn left at 700 West; turn right. We are one block on the right. ","Tan_Theme.css",""
36,"55DCA","Deer Creek","358 Gateway Drive","Providence","UT","84332","435-227-0500 ","435-227-0600","deercreek@amcllc.net","deercreek.jpg","http://www.deercreekapts.com","Active","","2-3 Bedrooms","Contact for current specials!","","Located in scenic Providence, Utah, Deer Creek Village Apartments offers picturesque views as well as a close proximity to a variety of recreational opportunities. Situated just southeast of Logan City it is a convenient distance to Utah State University. Deer Creek Village offers a wide array of nearby amenities for the active lifestyle, including fine dining, movies, shopping, walking and biking path, golfing at Logan River, and banking. Come and enjoy the Deer Creek Village experience. ","Monday&nbsp;- Friday: 9:00am - 5:00pm&nbsp;<br />Saturdays: 10:00am&nbsp;- 3:00pm <br />Sundays: Closed ","We accept cats and dogs that are under 25 lbs.&nbsp;Non-refundable pet&nbsp;fee of $300.00 must be paid before move-in.","Directions coming North on Highway 89: Turn right when directed to turn to Providence (this happens before you get into Logan), continue for approximately half a mile then go straight through the light. Turn Left on Spring Creek Rd. (directly left after the BANK OF UTAH sign). Turn Left on Golf Course Rd. then Right on Gateway Drive. Deer Creek Village Apartments will be on your right. ","Blue_Theme.css",""
37,"38FVA","Fountain View","2614 E. Fountain View","Colorado Springs","CO","80910","1(719)473-6237","1(719)473-6351","fountainview@amcllc.net","fountainview.jpg","http://www.forrent.com/search/detail.asp?site=1015489","Inactive","$490-$775","1-3 Bedrooms","$99 Deposit","","This attractive renovated apartment community offers easy access to major throughfares, shopping, restaurants, and major employers. Our friendly staff is working hard to see that this comfortable &amp; affordable community will be your next home. Call for your tour today.","","No Pets.","Martin Luther King Bypass to Union Blvd. Union North to Fountain. East on Fountain.
","Tan_Theme.css",""
48,"46SPA","Sahara Palms","2900 El Camino Ave","Las Vegas","NV","89102","(702)873-6887","(702)873-3357","saharapalms@amcllc.net","saharapalms.jpg","http://www.saharapalmsapts.com/","Active","$535-1024","1-3 Bedrooms","LOWEST RENTS!!!","","We are a lovely quiet community nestled in the heart of the city. We offer one, two and three bedrooms apartment homes starting from $535.00. Call or E-mail our friendly staff to find out our Current Specials!!! (702-873-6887)","Monday thru Friday&nbsp;9:00am to 6:00pm<br />Saturday 9:00am to 5:00pm<br />Sunday 10:00am to 5:00pm","<p>We LOVE pets... call for more details!!</p>","From I-15 south exit Sahara west to Richfield and turn right, right on El Camino. We&rsquo;re on the left.","Blue_Theme.css",""
38,"32WPA","West Pointe","2184 W 3100 S","West Valley City","UT","84119","(801) 972-4982","(801) 972-4986","westpointe@amcllc.net","westpointe.jpg","http://www.westpointeapts.com","Active","$580-$699","1-2 Bedrooms","Deposit $99.00 oac.","","At West Pointe we make finding your new home simple. Enjoy our convenient location near entertainment, shopping and dining Adjacent to the &quot;E&quot; Center.&nbsp; Your never far from anywhere with easy access to I-215. Our affordable prices and comfortable floor plans are waiting for you.","<p>Mon-Fri 9:00 to 6:00 <br />Sat 10:00 to 4:00 </p><p>Sun - Closed</p>","pets up to 65 pounds. $300.00 pet deposit and $25.00 monthly. Breed restrictions.","From I-215, exit at 3500 South. Head East to 2200 West. Turn left. Head North to 3100 South. Turn right. Follow to our entrance on your left. ","Tan_Theme.css",""
39,"42EGA","Eastgate","3055 S Nellis Blvd","Las Vegas","NV","89121","(702)431-1035","(702)431-4300","eastgate@amcllc.net","eastgate.jpg","http://www.eastgatevegas.com","Active","$750 - $950","1-2 Bedrooms","BUCKET PRICING! Rent now for a drop in the ""bucket""! Get a 2BR for a 1BR price!","","Located near shopping, freeways, airbase, bus lines and casinos. Community friendly atmosphere!&nbsp;Dual Master&nbsp;Suites available. Call now for military discounts, preferred employer discounts, etc!","Mon-Fri&nbsp;8:30 to 5:30<br />Saturday 9:00 to 5:00<br />Sunday 9:00 to 5:00 ","<p>cats and dogs accepted.&nbsp; Size and Breed Restrictions apply</p>","We&#39;re on the west side of Nellis Boulevard between Vegas Valley and Desert Inn.","Sage_Theme.css",""
112,"52HHA","Holladay Hills","3690 S. Highland Drive","Salt Lake City","UT","84016","(801) 277-9963","(801) 277-0891","holladayhills@amcllc.net","holladayhills.jpg","http://www.holladayhillsapts.com","Active","$681 $830","2-3 Bedroom","","","<p>RELAX IN THE LUXURY OF A WOODED, PARK LIKE-SETTING convenient to shopping, schools and a variety of fantastic restaurants. Our beautiful apartments are Holladay&rsquo;s best value and location. Make us your home today and enjoy living in a great neighborhood at an affordable price! We speak Spanish, Italian, and More!</p><p>WE are&nbsp; Tax Credit section 42 Income restriction</p>","Mon-Fri 9:00 to 6:00","No Pets","From I-15 southbound, exit at 3300 South. Head east to Highland Drive; turn right. Follow to 3714 South, our entrance is on the right.","Blue_Theme.css",""
